page_latest_low,page_latest_high,page_len_low,page_len_high,num_rows
1426673,4764096,378552,639305,3,
1149896,4407274,821034,1541168,0,
3316195,6336368,66937,1558857,445,
1415557,2033013,485607,954431,0,
162160,6331945,870576,1030402,0,
1841560,2191675,790286,1470884,0,
601116,1754920,82449,335399,13,
2022336,5978660,1096017,1439151,0,
1447296,3275685,94731,220824,59,
507412,733247,719490,726032,0,
2670522,4943601,252082,1409279,3,
2411628,4491129,767478,1180545,0,
2776145,3204408,775432,1065980,0,
2039327,5440852,192580,1272680,20,
1686828,2388324,656810,1155959,0,
1142902,1686984,433564,737332,0,
2599208,5763859,568444,1176048,1,
1032170,1882197,65155,1176079,23,
4674262,5337987,784697,1304252,0,
4135570,5273476,983014,1390851,0,
1160153,1753586,600469,1029906,0,
3245239,3651391,182636,705715,0,
1980433,3879431,649100,1028149,0,
4005908,5350219,992022,1504832,0,
165742,3356871,599125,1487992,0,
567250,4427989,117502,498173,23,
2505650,4539617,370980,1154348,2,
1893591,6196969,923884,1470674,0,
262114,2293558,386164,1111859,0,
1939699,5978813,672329,1455533,1,
301086,4722870,1378470,1381316,0,
1160652,6350357,49247,1404808,904,
2539024,3018160,1153368,1510996,0,
52349,1486923,114691,1142321,7,
2016835,5924758,80628,566735,292,
2086254,5127349,332446,1000268,4,
62343,6334128,145951,148615,3,
313033,5192549,218323,578166,14,
2449047,5797147,110860,1353081,95,
1996721,3338318,734,517469,16524,
304195,2747667,101045,307401,46,
1449477,5476664,826054,1453216,0,
1698440,5739839,1221372,1424523,0,
3562542,5482469,921191,1478452,0,
523440,2025108,778540,1451391,0,
1205737,3706878,1150338,1248709,0,
1905035,2843147,1087060,1411798,0,
951719,4311093,337135,935949,2,
1047388,2332572,163921,1223089,2,
2347955,5356774,520256,1540414,2,
3000303,4030199,572333,665754,0,
1495556,4041769,715407,1460860,0,
3503380,4078813,107080,305398,6,
1456485,5985625,480692,909795,6,
2026362,3927407,926273,1068178,0,
318563,5115434,152988,1407019,27,
2107555,4307209,274044,348879,0,
1822872,2940089,275834,374002,0,
1652300,2903307,264102,776904,1,
3288757,3293344,1281927,1299218,0,
3337925,5031128,47997,527128,215,
3427656,3851108,45254,1256514,31,
2522497,3907046,693672,1352247,0,
2465885,4306587,349145,1342287,1,
681085,1711683,465526,1243120,0,
5704658,5726078,29413,1251887,6,
3561919,5677901,1383086,1447928,0,
4161302,4652502,321458,1479151,1,
204436,1454703,112183,691837,7,
2403570,2408376,609953,1558883,0,
919174,4806873,272172,635174,4,
902558,3774936,756260,780847,0,
547432,2071512,1160574,1363452,0,
977273,5025769,108345,824540,69,
620606,951227,377272,906220,0,
1662947,2018220,578916,1022191,0,
1420830,2590676,574596,723231,0,
593759,3233335,377172,1402755,1,
711224,4568532,551557,775794,1,
1095070,2171330,78012,1265263,15,
1665577,5628986,1178566,1360504,0,
2766875,5425117,262595,1285020,9,
111445,4970312,196398,351377,5,
1919865,4746735,261463,362800,0,
5827261,6391934,486752,831602,1,
4963311,5120407,412890,1268625,0,
864520,6032478,25004,1101888,1654,
790661,1199693,961822,1151584,0,
5202621,6150922,504989,1119754,2,
1254872,4117177,620761,984678,0,
2626768,3577286,661390,1141942,0,
2320328,3640163,24924,217743,234,
438580,1375196,415432,499614,0,
2705573,3858743,626435,1309190,0,
1289937,3578128,442469,1012392,1,
3435661,5919611,537887,1296925,2,
4326436,5118432,947578,1009057,0,
773735,1493162,668393,1562400,0,
1739567,4505759,1427838,1505876,0,
1485292,2876190,566068,1352222,0,
2222285,3529833,568283,892975,0,
3757842,6127713,1152394,1544338,0,
3426402,5479793,964530,1024539,0,
268490,1978865,498852,1026966,0,
497059,1981787,1128224,1197094,0,
2564026,2602901,456094,1199082,0,
2753346,3257708,895739,926409,0,
2843720,5210421,509298,525938,0,
5055640,6057841,283624,1484924,10,
4008016,5054585,417024,1460622,2,
4774567,5480922,1015821,1275665,0,
838572,1606638,36338,486143,78,
1468272,3467677,812534,819973,0,
2931117,4935051,489307,1009211,1,
3182612,5508824,746504,1487108,0,
389395,6012304,562146,1419345,2,
1080872,1632402,793622,1485682,0,
844071,5413032,77202,1403181,234,
1355542,2675635,198168,1277335,1,
790881,3283317,511240,1526525,1,
2712617,6062969,630983,1564142,2,
841761,5797307,1117574,1550040,0,
1309340,5057742,200110,1195195,8,
1854199,3982205,1121624,1478127,0,
839397,3699180,284542,1067005,2,
553270,1807813,1320984,1360713,0,
3219430,3485600,466975,1156802,0,
906457,1839307,220233,1543335,2,
2473838,4166548,736531,1358047,0,
2703734,3513901,11404,947412,265,
1650990,2398682,279073,989754,0,
1237953,3703223,874269,1401707,0,
1864332,3440266,646896,1499944,0,
3282935,5339438,209812,1495506,12,
503471,2245193,164450,579624,3,
239676,5832394,808594,936375,1,
685707,1789837,26716,370602,144,
1346415,6175666,62553,182426,479,
5016948,5704178,341917,675088,2,
817446,4513650,837562,1411496,0,
5107955,6352222,437485,1489103,4,
3441967,5543715,244755,638875,13,
1470363,1528914,839096,956357,0,
1772647,2286017,81990,980689,4,
3742815,5723567,24459,93224,756,
354581,2968977,847674,1099654,0,
601379,3837167,26841,1167162,465,
4698093,5507240,250007,1012127,9,
998181,5162888,711410,1562220,0,
234439,2509733,494730,1016119,0,
4323004,6354252,333,787634,222254,
2575086,3033775,559811,644795,0,
698560,761559,785837,1440250,0,
3363556,5697626,218241,662620,22,
3486319,4076699,918272,1014707,0,
3816684,5263277,69772,889774,129,
416501,2143487,731562,1252169,0,
760612,3583528,1377608,1473794,0,
2750000,3475982,1422805,1455219,0,
4511139,5473334,945842,1506968,0,
4111326,4981006,862448,1312271,0,
5647560,6284772,382152,755685,4,
3702426,5336068,227720,498509,10,
1602080,4063013,320641,819331,1,
4541374,4728483,1362276,1473717,0,
4279813,6176515,374150,793443,7,
2598461,4333797,958735,990593,0,
4583696,6035767,17880,682317,1471,
2591693,2771430,239736,642003,0,
321454,3635785,240213,268142,2,
2167100,3655790,545674,959853,1,
562472,5931725,135961,1099566,75,
653503,4274033,240806,1494470,3,
536001,3482731,1214138,1391383,0,
718233,1004597,649439,1285437,0,
2819180,6247404,410843,569699,4,
3209007,5197846,519257,599892,0,
4729644,5511974,123031,1256847,30,
5220843,5580812,70797,1291721,50,
1639475,2119877,1356374,1471355,0,
612074,2210595,478941,916810,0,
462676,5402888,46118,156037,491,
1559111,3521603,66889,238717,102,
3356306,4573625,39429,899300,159,
4164817,5203677,58419,1429343,156,
6055756,6377657,751887,964115,0,
1908851,3311152,299512,1213824,1,
3452446,3588980,780145,930962,0,
3761813,5423583,66270,461687,167,
3783947,5741467,300489,477788,3,
806850,2625921,209594,1286776,3,
1225711,6289475,311992,1516660,10,
600032,4867231,583040,1341541,1,
1104867,3442609,558020,887502,0,
1382997,1748207,610126,912740,0,
4636597,5543985,57202,1260836,146,
298608,5736950,984016,1136498,0,
4485923,5178529,1371656,1531854,0,
733069,1561905,80295,1054187,10,
3684982,3750577,150587,308811,0,
1453527,3746596,682680,1250221,0,
1847027,3931906,1250382,1529053,0,
1493937,1866976,602765,932057,0,
2906314,5225686,376039,515362,2,
704449,3703931,99458,922441,71,
2765347,5874538,18906,933822,1620,
283360,5397039,198123,420228,17,
4031517,5181332,513502,1384479,1,
1204064,6008943,1140008,1301209,0,
4591430,5398895,266133,1412720,5,
2180930,5605651,1408798,1540430,0,
548189,2965354,10392,255523,859,
2174994,5795043,290647,746057,9,
245252,5715666,29202,1315830,1123,
2043121,3574706,246126,761778,1,
4066508,5599884,470897,1419344,2,
706640,4761126,126605,1283577,34,
1021549,3903517,188360,1122440,2,
4993281,5226034,196755,604341,3,
3219521,3702050,430093,1373932,0,
734724,4399403,121448,687069,20,
4372283,5599690,585343,1452375,1,
4431312,5161215,14093,723529,746,
3645891,5603664,387087,860423,3,
2703266,2917687,632905,926656,0,
3791887,4814234,474977,650525,1,
2892881,5305135,404082,1516152,3,
4103440,5668308,714414,837966,0,
1238802,1404486,963942,1335193,0,
3286380,5817668,1187296,1491405,0,
1693307,3291788,1271881,1430177,0,
252448,639810,454316,1029572,0,
1567968,4423919,455110,1467714,1,
3187750,4938082,851331,893193,0,
4730087,4999944,750190,1268342,0,
3382749,3534236,775342,1303459,0,
768160,5644657,408769,1500911,3,
1765363,5937127,395469,408756,2,
524665,4140565,1297641,1440438,0,
3736634,3913033,361815,1158002,0,
447066,5423730,304307,1041857,5,
540403,1278903,707887,1156332,0,
3932190,6268995,233056,798636,21,
435307,2932003,125191,143069,3,
2643519,4439584,652988,1129763,0,
181675,3253815,815537,1164784,0,
2491631,3101420,1202022,1369313,0,
4642311,4851049,1119572,1417267,0,
650354,1475956,1228113,1426366,0,
1410050,3699824,657439,1246423,0,
4312623,5674419,247498,858429,16,
742021,3997515,261286,336933,1,
3543061,5578583,323796,1155725,3,
214840,5331822,728012,1101673,0,
1347079,5295909,1230993,1474445,0,
2483728,3000248,1327872,1388113,0,
1773807,5623119,937363,959934,0,
3211847,4615751,901876,1368448,0,
1132980,2289967,758015,1047431,0,
2212370,3422250,1068666,1556709,0,
492305,909409,893939,1230837,0,
907858,2633705,1244104,1440005,0,
908400,1547042,1385658,1442478,0,
3438864,5848307,75354,1024301,235,
2641239,5759027,1197656,1252748,0,
840288,5774248,246348,1232140,19,
2087953,2909701,344463,1101779,1,
1178346,5598268,402983,1274198,4,
2162617,6247917,19651,1128866,2815,
2949674,3478297,1105361,1534055,0,
50294,1607861,49566,1318571,57,
121170,556375,578325,702509,0,
4352441,5954950,1000511,1150009,0,
748736,779700,164024,238503,0,
652086,4968559,563853,1299772,1,
3310265,4400065,361044,373796,0,
2517299,4312371,1104703,1120769,0,
3461722,5808106,293802,497887,5,
4675203,5568011,93083,476422,64,
2563983,3315893,956427,1109130,0,
2853881,5138016,488720,1440319,1,
576662,5261726,1232967,1564887,0,
4496792,5895238,663329,678578,0,
1646826,6160480,310831,652244,7,
1923053,5955477,625186,1206474,2,
3008060,5996128,284897,415921,7,
3865290,4945747,1270388,1553088,0,
4228888,5853329,846091,1140197,1,
4921351,5482408,666044,1119045,0,
566315,929852,737375,1173858,0,
1903997,3419007,892444,1462606,0,
757062,1335637,1379455,1511850,0,
2546673,5841286,490642,1058609,5,
478035,1163415,86085,851675,2,
1775843,2166878,152482,1429856,0,
2049018,2832498,973553,1328874,0,
439304,2462792,1290927,1484018,0,
2306670,2993321,495109,527221,0,
1553558,4026275,786003,1316716,0,
448037,6106217,219909,879187,29,
1091110,3539043,365883,882405,1,
2373423,3805665,55418,1286133,63,
2841204,4195704,479346,502962,0,
1602424,5326618,211646,429677,10,
3093639,6084791,739055,1478137,1,
3118786,4344461,156720,492580,3,
1858747,5914573,1044352,1092066,0,
1189589,2503447,417165,1562616,0,
5284651,6005729,461142,605620,3,
2555539,4504976,495120,769695,0,
1774225,2856746,622072,972717,0,
2579586,4937780,524002,1549059,1,
1668415,2351188,617684,1257508,0,
1169781,2191341,334449,684471,1,
2268895,6359925,107001,1217223,194,
422324,3537960,514850,752984,1,
1922153,3668088,156184,790739,3,
1979541,5509437,1262479,1554802,0,
3024575,6158061,315773,506322,5,
5399224,5801891,383655,1184151,3,
3654387,5164597,905472,1098241,0,
1693974,4799377,511092,674040,1,
817348,3045467,343184,794041,2,
4903520,5201217,618648,1337949,0,
3149750,5692289,1031093,1154255,0,
361799,5364200,980589,1452081,0,
1836594,6027437,912225,1248880,0,
3130208,5120422,335834,442692,1,
341618,4247026,420675,955868,1,
3955152,6073806,1161970,1223345,0,
4106968,5629639,271007,1262287,7,
2661025,3152722,39200,636173,24,
2428229,2481756,1192232,1514496,0,
640510,4385055,458300,1476540,1,
1845618,5791555,716412,1120008,1,
258861,4684386,535152,1092199,1,
642827,3669099,963853,971183,0,
379104,3299404,241911,498963,2,
3407812,6166129,633417,1268920,2,
5007415,5977764,355080,574141,4,
3826106,3959208,621630,974153,0,
1226541,5278986,54764,837261,365,
157841,6168329,976650,1134265,0,
5822084,6159476,371652,1551267,2,
951378,2720415,300522,1160742,2,
1377398,2871762,85549,1481760,62,
4115917,6053118,302592,959114,8,
1119986,1292202,219773,1209367,1,
1870437,2917819,364752,478982,0,
3653391,4525668,59429,1213899,64,
568449,4663661,439210,1004003,2,
460115,6023121,71775,246716,362,
432651,1730267,506690,721667,0,
4351541,4358708,1117145,1173253,0,
1100000,2734762,874322,1076440,0,
2958841,3188622,1126294,1238179,0,
618446,2265382,888533,903807,0,
1024891,3193813,23027,1285336,410,
2725774,5286178,711026,1516185,0,
2120074,3515117,461091,1546967,1,
918006,6264619,1124301,1279751,0,
4240890,5631944,370119,993503,3,
3243228,5981154,322109,1403188,8,
2701633,5283326,1275524,1320464,0,
2475959,5982963,673339,1241963,1,
4542332,4630127,30584,760867,41,
144684,2514678,432585,672045,0,
1491192,1659118,269223,1180535,0,
191049,4971171,741600,1120707,0,
1576826,3785336,95206,743686,68,
2376391,3986866,1428219,1504363,0,
1010500,5844537,817722,1517339,1,
1556362,6018206,352342,1491880,9,
1581811,5728059,14778,893896,2188,
4665828,4732831,332893,506583,1,
411878,5007105,570450,663501,1,
1446880,4118270,998729,1394720,0,
1703736,4881883,8999,1566113,2089,
2207672,6207825,1115458,1127531,0,
260934,5614414,387557,1172709,4,
4937731,6377230,146387,1407107,64,
4525376,5061726,893803,1423980,0,
1550707,2966149,983430,1389669,0,
2313949,4440412,393526,1391938,1,
1897658,3623313,210552,1540136,1,
3018801,5290071,878721,1177817,0,
371859,5295684,1297865,1370849,0,
1214961,4767959,306455,402987,1,
1038776,3275793,893011,1433056,0,
3817055,4621441,211001,454894,2,
2674093,5729658,853981,1214788,0,
1512308,2430986,367825,957010,0,
1990010,5277131,648056,1126072,1,
5069985,6121710,491412,1438866,4,
704435,2915139,47375,566285,180,
445357,4826197,130942,985039,26,
154483,2097073,950957,1072781,0,
3920854,4765850,1132746,1436960,0,
739862,2012741,128219,1411294,3,
3622420,4523147,780558,1093053,0,
2824018,5977890,1150714,1320570,0,
1474238,2811198,62855,205601,89,
618621,844621,726161,730926,0,
5686528,5977511,1067081,1202887,0,
2937523,4328519,717766,919555,0,
3826191,5555300,71576,925771,166,
2705388,6015245,837105,1551569,1,
942894,5562380,593226,632730,0,
1185829,5158900,515140,721481,2,
2331555,5039531,45953,761891,284,
1940569,3353585,518384,1553860,1,
2395828,5005562,1080859,1490953,0,
1481646,3933971,395693,1145661,1,
4113848,6130384,807521,1237282,1,
3069254,3498342,326317,523536,0,
2749339,4758135,532961,913722,0,
1383800,4180305,269610,1504359,1,
3277594,6135675,651601,1121398,2,
2573476,6152250,368233,1246056,8,
5422360,5741111,552286,994212,0,
4534000,4839607,922031,1304366,0,
834624,1773678,571531,856566,0,
2477153,3143221,129389,1140474,2,
2630005,4116355,439759,1028165,0,
359232,2905944,1189996,1510328,0,
760295,5699852,933397,1326215,0,
125703,5228441,907862,1477212,0,
1808950,2619223,766066,1333098,0,
4922654,5176103,68231,177563,25,
1575453,4787637,154154,966419,16,
257059,2868586,400450,524366,0,
1268534,5421482,934062,1545375,0,
1555841,4129525,97980,1417938,70,
2091955,4215481,683402,1381700,0,
1600270,4479921,1008025,1065456,0,
478725,5190650,381827,504101,2,
1906635,5286116,8176,1127187,3134,
2140314,5296546,887217,1474957,0,
2361745,3273719,1240624,1501934,0,
1572305,4381342,75418,461054,109,
2683996,3677918,33818,790290,60,
3573869,5567621,216954,330431,17,
446099,1542796,1004341,1545751,0,
5672346,5744759,896585,915044,0,
394733,1698488,117729,818994,5,
1002774,1789436,281856,1078939,1,
2325678,5211694,1209231,1428172,0,
1483026,6021744,868116,1192189,0,
2056464,3059349,1210750,1543760,0,
506237,5480053,517950,1090235,2,
241473,2533671,861366,1036898,0,
821778,1858323,908408,1328448,0,
495920,3850536,761745,1147125,0,
2908128,4223934,364122,1556909,0,
3478884,5179874,543009,1414400,1,
4508563,5561734,64735,1172185,148,
3302897,3960331,687032,897957,0,
323898,846591,440414,1170915,0,
1447800,3516305,835067,1390161,0,
998167,4498825,699206,1394873,0,
796296,3852492,1269347,1374490,0,
2151460,3290026,376013,1532777,1,
1592474,4771565,477168,598298,2,
2513988,4664819,853087,902265,0,
4735901,5534525,12915,227258,894,
3476799,3786820,582647,1255163,0,
1579922,1632246,392596,1309290,0,
3571166,4049485,342133,1162803,0,
2890893,5685493,1090528,1229599,0,
1774236,3532568,255966,1553761,1,
1727659,3948157,976513,1129257,0,
52025,6066030,661719,865078,1,
3586845,4104479,133796,1014778,2,
3178129,4000026,930795,1270584,0,
1108624,2974299,319163,414854,1,
126047,5047274,1109854,1241225,0,
3646284,6328792,245282,1209824,21,
2155636,4737396,269936,1002783,3,
3473510,4386302,376476,893474,0,
459354,5112666,507036,831220,2,
361228,5048572,189452,1509507,12,
2059278,4039508,283212,726694,1,
287317,3595612,624607,1056593,0,
4884908,5570261,647177,803901,0,
1343668,3633169,1109759,1307542,0,
562022,2491707,638056,1294909,0,
228958,5414868,108604,1355161,90,
1346199,2322922,358128,1168798,0,
4141315,5092003,322045,518916,2,
1134329,2730259,79699,808300,74,
3140190,6162329,294677,326356,4,
3062481,4942214,641526,1333942,1,
4539375,4984372,585990,1334172,1,
1026347,1277121,707217,1052853,0,
4438066,5769441,444097,723889,4,
2684631,4207903,171868,575054,2,
2726469,4271152,1454139,1547266,0,
4177513,5244331,845692,1518252,0,
332787,4449103,273207,1365693,4,
5035214,5072921,628449,994852,0,
2112379,3460171,264411,907605,1,
3894129,4508640,352438,1116991,1,
676251,2061304,269634,1287722,1,
3230313,4490044,827564,913924,0,
844132,4900685,442881,994171,3,
475230,748687,524662,1444323,0,
843166,5253241,251963,1147794,10,
507075,6173753,402070,1527098,8,
2223210,2918834,319365,1101030,1,
713213,4453741,841105,916293,0,
937840,4771939,249128,262149,1,
3012501,4303965,536649,1037690,0,
2801734,4956832,79262,909587,102,
1790479,5056432,584926,614155,0,
507450,3251247,317983,522467,1,
1836213,6090185,532895,718051,2,
479282,1431412,592272,790037,0,
4028078,4661077,1157857,1423478,0,
2650359,2753859,980372,1254313,0,
3609356,5903045,343061,881451,8,
3030511,4904423,457947,1040229,2,
619684,3909027,211606,1003241,3,
3904828,6325904,388427,1519594,8,
4444628,5483945,747281,1285237,0,
1057554,6286454,149259,213351,41,
1922806,5568989,84240,245842,188,
4706688,4949179,816822,1330079,0,
4508659,4516919,2180,410233,97,
5555288,6300050,901437,1305780,0,
2208681,4347005,254185,490775,0,
258858,1185757,908956,1062512,0,
2701811,3171111,754142,1327635,0,
1598174,3931067,99548,1172579,66,
2192682,3388259,251551,1165512,1,
1755342,2653093,706862,1413633,0,
3227872,3613341,482717,731493,0,
326869,3225196,45602,1195767,210,
1347057,3635807,1032926,1134875,0,
1685801,2371308,461956,858316,0,
1191198,5952814,601834,1472387,2,
